,Unnamed: 0,Date,User,Tweet,scores,compound,comp_score
20,20,2022-10-10 20:20:57+00:00,carlosrivas0245,"@delsur_energia @CARivasMolina Estimados señores de Del Sur, disculpen aún NO NOS RESTAURAN EL SERVICIO EN COLONIA LAS COLINAS  KLM 11  CARRETERA A PANCHIMALCO..","{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.4466}",-0.4466,neg
21,21,2022-10-10 20:14:57+00:00,MndezGissel,"#TormentaTropicalJulia| Habitantes de la  zona alta de Sacacoyo en La Libertad, reportaron que se encuentran sin energia eléctrica.  @delsur_energia @alertux @noticias4vision","{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
22,22,2022-10-10 20:12:57+00:00,Mau96570443,@delsur_energia En la zona de la providencia en San Salvador no hay luz desde el domingo y ya se reporto por parte de la colchoneria santa Lucía y todavía no hay respuesta inmediata de parte de ustedes,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.5267}",-0.5267,neg
23,23,2022-10-10 20:11:37+00:00,SMTepezontes,"@delsur_energia Es en el pueblo de #SanMiguelTepezontes #LaPaz 
Asumimos que es por la tormenta. 
Esto se trata de todo un pueblo. 
Cuál es su reporte de esta área?
Solución por favor!","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4574}",0.4574,pos
24,24,2022-10-10 20:09:58+00:00,CARivasMolina,"@delsur_energia Muchas gracias @delsur_energia desde ayer disponen de la información pertinente pero, por DM se les ha compartido hoy. Muchas gracias por sus buenos oficios, confiando les sea posible restablecer el servicio a la mayor brevedad posible, casi se cumplen 24 hrs sin servicio…","{'neg': 0.077, 'neu': 0.872, 'pos': 0.051, 'compound': -0.296}",-0.296,neg
25,25,2022-10-10 19:58:09+00:00,lisscariaas,"Seguimos sin energía eléctrica en zona alta de Sacacoyo, La Libertad @delsur_energia","{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
26,26,2022-10-10 19:54:54+00:00,FreddyNajera6,@charliebrown912 @delsur_energia Señores algún avance para devolver la energía a los planes de renderos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
27,27,2022-10-10 19:40:46+00:00,SIGETSV,"@lucecitaguilar @delsur_energia Gracias por el reporte @lucecitaguilar, en estos momentos lo remitimos a @delsur_energia para verificar y solventar el inconveniente lo más pronto posible.
Puede brindarnos por este medio un número de NC para tener más delimitada la zona afectada.

Quedamos atentos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
28,28,2022-10-10 19:30:54+00:00,lucecitaguilar,"@delsur_energia llevamos horas sin energía eléctrica en Zaragoza....desde la madrugada.

Ayuda por favor 🙏 @SIGETSV","{'neg': 0.197, 'neu': 0.656, 'pos': 0.148, 'compound': -0.2263}",-0.2263,neg
29,29,2022-10-10 19:29:25+00:00,VeglioGaray,"@delsur_energia Buenas tardes,reporto que ya se solventó el problema y fue restablecida la electricidad en nuestra zona.Muchas gracias por la oportuna gestión.Bendiciones!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
30,30,2022-10-10 19:16:02+00:00,Haxo13,"@delsur_energia En Santa Tecla, Las Colinas desde las 6am no hay electricidad @SIGETSV @PresidenciaSV","{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
31,31,2022-10-10 19:13:32+00:00,javico_balam,En la zona sur de Santa Tecla con más de 10 horas sin suministro de energía eléctrica @delsur_energia,"{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
32,32,2022-10-10 19:13:02+00:00,vnoubleau,"@HenryFloresST Estamos desde las 5:30 am aprox. Sin energía eléctrica en alpes suizos, por favor reportar a @delsur_energia y a @SIGETSV","{'neg': 0.161, 'neu': 0.717, 'pos': 0.121, 'compound': -0.2263}",-0.2263,neg
33,33,2022-10-10 19:04:03+00:00,negrita8580,"AYUDA URGENTE @delsur_energia Residencial El Faro, kilómetro 85 Los Planes de Renderos @LosPlanesdeRend sin energía e incomunicados totalmente, favor accionar!!! @DenunciasElSV @alertux @panchimalco_gob @PROCIVILSV","{'neg': 0.159, 'neu': 0.745, 'pos': 0.096, 'compound': -0.4168}",-0.4168,neg
34,34,2022-10-10 18:52:29+00:00,Haxo13,"@SIGETSV @alertux @delsur_energia Si no le responden a @SIGETSV que es el ente regulador, menos van a respondernos a los usuarios que hacemos un reclamo. Y mientras ya van 6 horas sin servicio.","{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.7003}",-0.7003,neg
35,35,2022-10-10 18:51:45+00:00,ProfeRodas,@delsur_energia Ya envié por mensaje directo los datos de la zona donde está mi casa y en la cual a esta hora NO CONTAMOS CON EL SERVICIO DE LUZ.,"{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.4466}",-0.4466,neg
36,36,2022-10-10 18:44:56+00:00,MonicaMELGAR19,@delsur_energia solicitamos apoyo para quitar cables eléctricos en Colonia Las Delicias santa tecla y asi poder evacuar del lugar es de alto riesgo. https://t.co/a9gS5vysEJ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
37,37,2022-10-10 18:44:49+00:00,jesussa20491755,@SIGETSV @Manuelsv @elsalvador @NoticieroSLV @alertux @PROCIVILSV @AESElSalvador @delsur_energia @Edesal_sv @EconomiaSV @MedioAmbienteSV En San Roque Mejicanos sin  energía desde la madrugada de hoy,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
38,38,2022-10-10 18:37:38+00:00,DaveHrdz_,"@SIGETSV @delsur_energia Reportando que es Colonia Alpes Suizos 1 en Santa Tecla algunos sectores ya poseen energía electrica, pero otras zonas aún no desde las 6am","{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
39,39,2022-10-10 18:31:51+00:00,Recinos6Roc,"@delsur_energia Ya le envié la información,esperamos nos solucionen pronto y de antemano muchísimas gracias por su arduo trabajo.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
40,40,2022-10-10 18:21:40+00:00,SIGETSV,"@Haxo13 @alertux @delsur_energia Hola @delsur_energia, solicitamos retroalimentación del caso que ha estado reportando el usuario @Haxo13.","{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.34}",0.34,pos
41,41,2022-10-10 18:18:58+00:00,Haxo13,@alertux @SIGETSV Igual el Santa Tecla en Urbanización las Colinas @delsur_energia y aún no resuelven nada.,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
42,42,2022-10-10 18:11:02+00:00,lorena200477,@delsur_energia Desde las 2:00 pm del día de ayer no tenemos luz en una colonia en planes de renderos.,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
43,43,2022-10-10 18:08:40+00:00,FreddyNajera6,@kenny_pink95 @delsur_energia Todo los planes de renderos sin luz desde la madrugada,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
44,44,2022-10-10 18:06:44+00:00,FreddyNajera6,@enrike_07 @delsur_energia Todo los planes sin luz. No es necesaria esa burocracia,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.7003}",-0.7003,neg
45,45,2022-10-10 17:52:56+00:00,RauMol,"No hay paso, ni energía eléctrica, en canton de Casa de Piedra, San Marcos. ⛈️⚡️ 

@alcaldia_marcos @PROCIVILSV @delsur_energia @nayibbukele https://t.co/uIa0LjGpNr","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
46,46,2022-10-10 17:42:21+00:00,enrike_07,@delsur_energia Ya les envie los datos.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
47,47,2022-10-10 17:42:17+00:00,rcastrosv,@delsur_energia sin energía en las Granadillas!,"{'neg': 0.438, 'neu': 0.562, 'pos': 0.0, 'compound': -0.5983}",-0.5983,neg
48,48,2022-10-10 17:36:19+00:00,HectorCoto11,"@delsur_energia @SIGETSV @JC_Bidegain Mis estimados, es en todo el municipio de Jayaque, por el momento no me encuentro en mi lugar de habitación y el reporte me lo han hecho llegar mis familiares. Creo, que por la situación de onda tropical, es más que evidente que esto pudiera pasar.","{'neg': 0.045, 'neu': 0.955, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
49,49,2022-10-10 17:26:45+00:00,enrike_07,@delsur_energia hacer el reporte que en la zona de planes de renderos no contamos con el servicio de energía eléctrica.,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
50,50,2022-10-10 17:21:35+00:00,SIGETSV,@nachoargueta @delsur_energia @AESElSalvador Gracias por notificarnos.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
51,51,2022-10-10 17:19:42+00:00,akira66jp,@delsur_energia En Colonia las Colinas (Santa Tecla) no tenemos servicio de luz,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
52,52,2022-10-10 17:11:14+00:00,kenny_pink95,"@delsur_energia en el Km 11 y medio, planes de renderos, carretera panchimalco, no hay luz desde ayer a las 2 de la tarde sus líneas de emergencia están apagadas! Como se reporta si no es así? Nadie trabajando en los  alrededores buen servicio!","{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.6103}",-0.6103,neg
53,53,2022-10-10 17:10:27+00:00,VeglioGaray,"@delsur_energia Buenos días,ya brindé por mensaje directo ,la información requerida.Quedo pendiente del desarrollo de la gestión.Feliz día","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
54,54,2022-10-10 17:07:42+00:00,nachoargueta,@delsur_energia @SIGETSV @AESElSalvador Gracias ya se restableció,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
55,55,2022-10-10 17:04:34+00:00,Luhutova11,@delsur_energia @JorgeMejiaF Col. Vista al mar sin energía desde la madrugada por favor revisar,"{'neg': 0.197, 'neu': 0.656, 'pos': 0.148, 'compound': -0.2263}",-0.2263,neg
56,56,2022-10-10 16:50:33+00:00,Haxo13,@SIGETSV @delsur_energia @SantaTeclaSV Ya son 5 horas sin electricidad @delsur_energia  no da ninguna respuesta.,"{'neg': 0.345, 'neu': 0.655, 'pos': 0.0, 'compound': -0.7003}",-0.7003,neg
57,57,2022-10-10 16:43:48+00:00,La_Luziernaga,"@SIGETSV @Manuelsv @AESElSalvador @DenunciasElSV @elsalvador @NoticieroSLV @delsur_energia @claroelsalvador @TigoElSalvador @MariaLuisaHayem Muchas gracias, ya mando el NC por mensaje. Gracias!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
58,58,2022-10-10 16:40:04+00:00,SIGETSV,"@La_Luziernaga @Manuelsv @AESElSalvador @DenunciasElSV @elsalvador @NoticieroSLV @delsur_energia @claroelsalvador @TigoElSalvador @suecallejas @MariaLuisaHayem Gracias por el reporte @La_Luziernaga, en estos momentos lo remitimos a @delsur_energia para verificar y solventar el inconveniente lo más pronto posible.
Puede brindarnos por este medio un número de NC para tener más delimitada la zona afectada.

Quedamos atentos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
59,59,2022-10-10 16:34:32+00:00,La_Luziernaga,"@SIGETSV @Manuelsv @AESElSalvador @DenunciasElSV @elsalvador @NoticieroSLV @delsur_energia @claroelsalvador @TigoElSalvador @suecallejas @MariaLuisaHayem Nosotros llamamos el día de ayer a Del Sur, por corte de energía y aun no nos visitan. Ya más de 24 horas.","{'neg': 0.066, 'neu': 0.934, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
60,60,2022-10-10 16:30:55+00:00,Haxo13,"@delsur_energia @SIGETSV @SantaTeclaSV Ya lo habia enviado, NC900066300
Por el club de Leones Santa Tecla sobre la 12calle oriente, mi teléfono es 78515411. Servicio a nombre de Miriam Rojas.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
61,61,2022-10-10 16:20:07+00:00,adimarperez,@DiarioCoLatino @PNCSV @delsur_energia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
62,62,2022-10-10 16:17:49+00:00,SIGETSV,@info503 @delsur_energia @CAMdeSantaTecla @SantaTeclaSV @HenryFloresST @alertux Gracias por notificarnos.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
63,63,2022-10-10 16:15:29+00:00,info503,"@delsur_energia @SIGETSV @CAMdeSantaTecla @SantaTeclaSV @HenryFloresST @alertux Gracias, a los 60 minutos del reporte se restablecio el servicio, muy amables","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
64,64,2022-10-10 16:14:55+00:00,VanessHdez,"@Meganoticias19 Así tiene el dictador Bukele @nayibbukele la carretera al aeropuerto, sin luz, el gobierno anterior la había dejado iluminada. Basuras 
@ObrasPublicasSV @FOVIALITO @PROCIVILSV  @RomeoHerrera1 @delsur_energia @AESElSalvador","{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
65,65,2022-10-10 16:10:25+00:00,SMTepezontes,"#SanMiguelTepezontes 
Sin luz eléctrica desde temprano.
La lluvia de nuevo fuerte.
Ayudemonos entre vecinos si es necesario. 
Siempre y aún en estos tiempos debemos practicar lo cristiano que pregonamos ser como país. 
Que Dios nos siga cuidando. 
@delsur_energia","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
66,66,2022-10-10 16:09:21+00:00,DavidRamos695,@delsur_energia Ese es el problema.  @delsur_energia https://t.co/g5WmcYMaM6,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
67,67,2022-10-10 16:08:33+00:00,flaquita_ST,Cortar ramas de diversos palos y no solo de almendros por no contar con escaleras adecuadas como ustedes usan. Ni siquiera pudieron gestionar con @delsur_energia para esa poda de árboles más por las lámparas de alumbrado que ahí reposa muchos cables ni tampoco con las telefónias,"{'neg': 0.093, 'neu': 0.907, 'pos': 0.0, 'compound': -0.5267}",-0.5267,neg
68,68,2022-10-10 16:01:35+00:00,SIGETSV,@Haxo13 @delsur_energia @SantaTeclaSV Hola @delsur_energia solicitamos retroalimentación del caso.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
69,69,2022-10-10 15:53:14+00:00,kramos2508,@delsur_energia En el casco urbano de nuevo cuscatlan no tenemos luz desde la madrugada,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
70,70,2022-10-10 15:53:04+00:00,Haxo13,"@delsur_energia @SIGETSV @SantaTeclaSV Tienen idea a qué hora se restablece el servicio, estamos sin electricidad desde las 6 am","{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
71,71,2022-10-10 15:52:05+00:00,AstridRamirez0,@delsur_energia ya se restableció el servicio muchas gracias!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
72,72,2022-10-10 15:50:58+00:00,chicosomoza,"@delsur_energia Gracias por restablecer tan pronto,el servicio en esta situación .
En urbanización los alpes san marcos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
73,73,2022-10-10 15:50:14+00:00,alejandrokx93,"@delsur_energia ya aburridos de la misma situación que todos los años es lo mismo, @Defensoria_910 ayuden que solucionen por favor.","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",0.4019,pos
74,74,2022-10-10 15:48:49+00:00,SIGETSV,"@alertux Gracias por el reporte @alertux, en estos momentos lo remitimos a la distribuidora @delsur_energia para verificar y solventar el inconveniente lo más pronto posible.

Solicitamos estar atentos @claroelsalvador y @TigoElSalvador.

Quedamos atentos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
75,75,2022-10-10 15:47:25+00:00,chichualbo,@delsur_energia @noticias4vision @fiorentinatcs Muchas gracias ya esta restablecido el. Servicio,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
76,76,2022-10-10 15:47:04+00:00,DavidRamos695,"@delsur_energia Buenos días, ya llamé, el número de gestión es 526666. Gracias por la atención.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
77,77,2022-10-10 15:35:35+00:00,Tijuiliandocom,@delsur_energia @JonathanWNM @HenryFloresST @SantaTeclaSV @CAMdeSantaTecla @PROCIVILSV Lo hemos solicitad;  # NC: 201108001  Se encuentra entre  la gasolinera Puma y el Wendys  que esta por la plaza merliot. Puede llamar el  tel. 74694960 directiva de esa área,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
78,78,2022-10-10 15:35:02+00:00,KiaCha29,@delsur_energia @alertux Es todo San Juan Tepezontes.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
79,79,2022-10-10 15:26:27+00:00,AlexDaniDebbieI,@delsur_energia @prensagrafica @PROCIVILSV @HenryFloresST Muchas gracias ya está restablecido el servicio muy amables,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
80,80,2022-10-10 15:22:19+00:00,Recinos6Roc,"@delsur_energia Tapalhuaca, La Paz sin electricidad desde la madrugada.","{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
81,81,2022-10-10 15:21:35+00:00,lprh,@delsur_energia estoy mo lesta yo reporte la semana pasada que las ramas estaban topando en el cable y el equipo que vino no las podo me dijeron que yban a mandar a los de poda y no vinieron hay esta que con el viento que hubo hoy en la mañana no hay luz por que toparon,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.6808}",-0.6808,neg
82,82,2022-10-10 15:14:36+00:00,SIGETSV,"@DiarioCoLatino @PNCSV Gracias por el reporte @DiarioCoLatino, en estos momentos lo remitimos a la distribuidora @delsur_energia para verificar y solventar el inconveniente lo más pronto posible.

Quedamos atentos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
83,83,2022-10-10 15:13:46+00:00,SIGETSV,"@elsalvador @PNCSV Gracias por el reporte @elsalvador, en estos momentos lo remitimos a la distribuidora @delsur_energia para verificar y solventar el inconveniente lo más pronto posible.

Quedamos atentos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
84,84,2022-10-10 15:08:56+00:00,cleanmiguel,"@delsur_energia Saludos confiamos que sus familias están muy bien. Les reportamos falta de energía en colonia El Carmen, Puerto LL.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
85,85,2022-10-10 15:08:21+00:00,SIGETSV,"@YANKEESIERRA65 @delsur_energia @Manuelsv Gracias por el reporte @YANKEESIERRA65, en estos momentos lo remitimos a @delsur_energia para verificar y solventar el inconveniente lo más pronto posible.
Puede brindarnos por este medio un número de NC para tener más delimitada la zona afectada.

Quedamos atentos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
86,86,2022-10-10 15:04:50+00:00,Sofiefloz,@delsur_energia Comasagua sin luz también desde las 4am,"{'neg': 0.34, 'neu': 0.66, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
87,87,2022-10-10 15:02:03+00:00,SIGETSV,"@teledos_tcs Gracias por el reporte @teledos_tcs, en estos momentos lo remitimos a la distribuidora @delsur_energia para verificar y solventar el inconveniente lo más pronto posible.
Puede brindarnos por este medio un número de NC para tener más delimitada la zona afectada.

Quedamos atentos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
88,88,2022-10-10 15:02:01+00:00,Haxo13,"@SIGETSV @delsur_energia @SantaTeclaSV Seguimos sin electricidad, saben cuánto tiempo más para arreglar la falla?","{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
89,89,2022-10-10 14:49:07+00:00,SIGETSV,"@alertux @PNCSV @PROCIVILSV Gracias por el reporte @alertux, en estos momentos lo remitimos a la distribuidora @delsur_energia  para verificar y solventar el inconveniente lo más pronto posible.

Quedamos atentos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
90,90,2022-10-10 14:45:41+00:00,Nicolas40761262,"@delsur_energia Desde media noche se encuentra sin energía eléctrica San Antonio Masahuat, San Miguel Tepezontes y sus cantones, esto en el departamento de la Paz.","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
91,91,2022-10-10 14:45:17+00:00,SIGETSV,"@ColocMisael @FOVIALITO @AESElSalvador @PROCIVILSV Gracias por el reporte @ColocMisael, en estos momentos lo remitimos a la distribuidora @delsur_energia para verificar y solventar el inconveniente lo más pronto posible.

Quedamos atentos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
92,92,2022-10-10 14:44:35+00:00,HectorCoto11,"El municipio de Jayaque y sus alrededores, no cuenta con energía eléctrica. Se les agradecería muchísimo sus intervenciones para poder reestablecer el suministro correspondiente. @delsur_energia, @SIGETSV, @JC_Bidegain","{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
93,93,2022-10-10 14:31:03+00:00,SIGETSV,"@elsalvadornewSV Gracias por el reporte , en estos momentos lo remitimos a la distribuidora @delsur_energia para verificar y solventar el inconveniente lo más pronto posible.

Puede brindarnos por este medio un número de NC para tener más delimitada la zona afectada.

Quedamos atentos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
